Date,Close
2013-10-01,123.655
2013-10-02,125.455
2013-10-03,108.5848
2013-10-04,118.6747
2013-10-05,121.3387
2013-10-06,120.6553
2013-10-07,121.795
2013-10-08,123.033
2013-10-09,124.049
2013-10-10,125.9612
2013-10-11,125.2797
2013-10-12,125.9275
2013-10-13,126.3833
2013-10-14,135.242
2013-10-15,133.2033
2013-10-16,142.7633
2013-10-17,137.9233
2013-10-18,142.9517
2013-10-19,152.5518
2013-10-20,160.3388
2013-10-21,164.315
2013-10-22,177.6333
2013-10-23,188.2972
2013-10-24,200.7017
2013-10-25,180.355
2013-10-26,175.0317
2013-10-27,177.6965
2013-10-28,187.1598
2013-10-29,192.7567
2013-10-30,197.4
2013-10-31,196.025
2013-11-01,198.0488
2013-11-02,198.9323
2013-11-03,200.543
2013-11-04,210.3075
2013-11-05,225.02
2013-11-06,248.2533
2013-11-07,262.3267
2013-11-08,294.487
2013-11-09,331.1033
2013-11-10,285.8875
2013-11-11,304.9797
2013-11-12,338.137
2013-11-13,357.48
2013-11-14,402.954
2013-11-15,409.1038
2013-11-16,420.2165
2013-11-17,437.2973
2013-11-18,510.6025
2013-11-19,693.65
2013-11-20,531.5425
2013-11-21,574.716
2013-11-22,681.33
2013-11-23,774.18
2013-11-24,746.1937
2013-11-25,768.8475
2013-11-26,789.3648
2013-11-27,893.1815
2013-11-28,934.355
2013-11-29,1068.363
2013-11-30,1154.9259
2013-12-01,1099.5193
2013-12-02,1019.7897
2013-12-03,1028.845
2013-12-04,1071.2848
2013-12-05,1139.3308
2013-12-06,1004.6163
2013-12-07,759.4304
2013-12-08,689.81
2013-12-09,841.8397
2013-12-10,916.776
2013-12-11,967.4287
2013-12-12,866.29
2013-12-13,911.232
2013-12-14,889.8195
2013-12-15,848.9975
2013-12-16,868.9532
2013-12-17,653.8048
2013-12-18,654.0627
2013-12-19,553.6917
2013-12-20,693.0588
2013-12-21,649.3897
2013-12-22,595.9588
2013-12-23,647.6832
2013-12-24,671.5812
2013-12-25,659.8433
2013-12-26,702.0008
2013-12-27,758.0102
2013-12-28,734.0117
2013-12-29,717.9262
2013-12-30,752.8202
2013-12-31,744.1725
2014-01-01,768.4078
2014-01-02,769.0985
2014-01-03,804.0272
2014-01-04,813.3175
2014-01-05,871.1158
2014-01-06,970.6508
2014-01-07,962.4645
2014-01-08,855.7593
2014-01-09,860.8417
2014-01-10,847.5325
2014-01-11,892.2612
2014-01-12,916.6967
2014-01-13,873.2717
2014-01-14,863.6989
2014-01-15,853.2567
2014-01-16,874.0742
2014-01-17,842.1917
2014-01-18,834.8667
2014-01-19,838.4292
2014-01-20,881.8758
2014-01-21,873.2892
2014-01-22,874.1327
2014-01-23,864.5612
2014-01-24,838.15
2014-01-25,834.5742
2014-01-26,858.1264
2014-01-27,887.0834
2014-01-28,830.5313
2014-01-29,832.895
2014-01-30,832.874
2014-01-31,841.4891
2014-02-01,847.3638
2014-02-02,854.7225
2014-02-03,856.0337
2014-02-04,847.707
2014-02-05,844.2884
2014-02-06,802.7533
2014-02-07,748.4356
2014-02-08,692.6691
2014-02-09,668.8646
2014-02-10,700.4484
2014-02-11,694.3125
2014-02-12,665.7975
2014-02-13,645.615
2014-02-14,578.4125
2014-02-15,641.91
2014-02-16,656.2725
2014-02-17,611.045
2014-02-18,634.99
2014-02-19,618.79
2014-02-20,619.8425
2014-02-21,545.7625
2014-02-22,561.535
2014-02-23,622.22
2014-02-24,572.7675
2014-02-25,501.155
2014-02-26,550.6025
2014-02-27,573.1025
2014-02-28,567.2925
2014-03-01,551.73
2014-03-02,560.195
2014-03-03,567.7
2014-03-04,666.1475
2014-03-05,660.84
2014-03-06,662.0225
2014-03-07,651.285
2014-03-08,612.33
2014-03-09,611.1625
2014-03-10,637.615
2014-03-11,626.0
2014-03-12,633.7475
2014-03-13,631.755
2014-03-14,636.4141
2014-03-15,628.1875
2014-03-16,632.9533
2014-03-17,630.3483
2014-03-18,617.2433
2014-03-19,616.8667
2014-03-20,601.015
2014-03-21,581.3333
2014-03-22,570.3617
2014-03-23,562.9533
2014-03-24,557.1683
2014-03-25,573.35
2014-03-26,572.4916
2014-03-27,570.5483
2014-03-28,509.7067
2014-03-29,499.25
2014-03-30,486.8085
2014-03-31,472.4783
2014-04-01,464.88
2014-04-02,480.1658
2014-04-03,427.875
2014-04-04,432.9972
2014-04-05,453.8715
2014-04-06,462.445
2014-04-07,456.4695
2014-04-08,452.81
2014-04-09,450.4808
2014-04-10,426.9833
2014-04-11,374.5917
2014-04-12,438.2467
2014-04-13,423.5157
2014-04-14,409.0317
2014-04-15,455.2832
2014-04-16,517.0967
2014-04-17,522.455
2014-04-18,490.8785
2014-04-19,469.3833
2014-04-20,507.8066
2014-04-21,505.0967
2014-04-22,497.65
2014-04-23,487.84
2014-04-24,487.1133
2014-04-25,469.0882
2014-04-26,448.7783
2014-04-27,452.1483
2014-04-28,426.7817
2014-04-29,432.605
2014-04-30,444.8567
2014-05-01,454.5567
2014-05-02,453.5983
2014-05-03,441.9783
2014-05-04,438.2904
2014-05-05,432.7875
2014-05-06,418.6183
2014-05-07,428.4259
2014-05-08,442.5767
2014-05-09,439.04
2014-05-10,449.0433
2014-05-11,449.7417
2014-05-12,434.27
2014-05-13,437.0
2014-05-14,438.88
2014-05-15,445.045
2014-05-16,443.18
2014-05-17,445.6067
2014-05-18,445.1567
2014-05-19,444.7383
2014-05-20,455.6533
2014-05-21,489.87
2014-05-22,490.1867
2014-05-23,522.31
2014-05-24,512.3083
2014-05-25,533.93
2014-05-26,579.5933
2014-05-27,581.51
2014-05-28,572.4483
2014-05-29,562.4
2014-05-30,571.845
2014-05-31,612.1267
2014-06-01,638.1633
2014-06-02,634.9833
2014-06-03,660.2467
2014-06-04,627.7983
2014-06-05,642.8917
2014-06-06,652.5267
2014-06-07,648.6017
2014-06-08,652.5917
2014-06-09,652.11
2014-06-10,644.085
2014-06-11,642.0067
2014-06-12,632.55
2014-06-13,585.4833
2014-06-14,588.5233
2014-06-15,570.2883
2014-06-16,589.0667
2014-06-17,592.2567
2014-06-18,610.4133
2014-06-19,601.8867
2014-06-20,594.0933
2014-06-21,582.045
2014-06-22,599.57
2014-06-23,592.405
2014-06-24,584.6417
2014-06-25,575.905
2014-06-26,571.7667
2014-06-27,582.4317
2014-06-28,597.6683
2014-06-29,598.7333
2014-06-30,597.5133
2014-07-01,647.1225
2014-07-02,637.8563
2014-07-03,642.6513
2014-07-04,643.9512
2014-07-05,628.4163
2014-07-06,631.03
2014-07-07,631.2988
2014-07-08,621.2425
2014-07-09,620.72
2014-07-10,621.3075
2014-07-11,616.8312
2014-07-12,634.3575
2014-07-13,627.69
2014-07-14,621.425
2014-07-15,618.7388
2014-07-16,619.8075
2014-07-17,614.6888
2014-07-18,623.4975
2014-07-19,623.9963
2014-07-20,623.0063
2014-07-21,617.9612
2014-07-22,622.1075
2014-07-23,618.4475
2014-07-24,617.6875
2014-07-25,602.9313
2014-07-26,597.585
2014-07-27,592.9638
2014-07-28,580.11
2014-07-29,585.4488
2014-07-30,580.5175
2014-07-31,564.57
2014-08-01,583.39
2014-08-02,593.8063
2014-08-03,581.52
2014-08-04,585.8013
2014-08-05,582.3338
2014-08-06,582.5213
2014-08-07,583.6238
2014-08-08,595.8088
2014-08-09,585.3963
2014-08-10,586.0588
2014-08-11,588.7525
2014-08-12,566.3163
2014-08-13,565.5513
2014-08-14,534.54
2014-08-15,511.4725
2014-08-16,487.5663
2014-08-17,516.6263
2014-08-18,489.4675
2014-08-19,455.9163
2014-08-20,472.91
2014-08-21,519.015
2014-08-22,508.1288
2014-08-23,507.51
2014-08-24,501.6313
2014-08-25,503.3213
2014-08-26,504.6263
2014-08-27,513.3913
2014-08-28,514.6238
2014-08-29,506.025
2014-08-30,504.7063
2014-08-31,502.055
2014-09-01,474.5425
2014-09-02,477.9838
2014-09-03,476.8838
2014-09-04,475.65
2014-09-05,485.6513
2014-09-06,480.9075
2014-09-07,481.8838
2014-09-08,473.5863
2014-09-09,468.5775
2014-09-10,474.2913
2014-09-11,479.4175
2014-09-12,473.6725
2014-09-13,471.5325
2014-09-14,475.3788
2014-09-15,475.0213
2014-09-16,471.0838
2014-09-17,464.5538
2014-09-18,449.9588
2014-09-19,425.4475
2014-09-20,410.08
2014-09-21,405.7963
2014-09-22,399.0975
2014-09-23,399.5025
2014-09-24,427.8125
2014-09-25,416.12
2014-09-26,410.15
2014-09-27,403.4975
2014-09-28,398.84
2014-09-29,377.9788
2014-09-30,376.0838
2014-10-01,387.94
2014-10-02,381.7475
2014-10-03,372.0575
2014-10-04,360.7525
2014-10-05,335.9813
2014-10-06,308.0788
2014-10-07,337.2338
2014-10-08,326.2325
2014-10-09,351.3463
2014-10-10,368.5963
2014-10-11,359.2025
2014-10-12,356.9988
2014-10-13,371.1563
2014-10-14,392.7825
2014-10-15,396.3463
2014-10-16,392.5663
2014-10-17,376.2688
2014-10-18,378.675
2014-10-19,390.9588
2014-10-20,381.7238
2014-10-21,380.0575
2014-10-22,382.9388
2014-10-23,376.59
2014-10-24,351.7825
2014-10-25,353.6325
2014-10-26,345.1925
2014-10-27,350.9775
2014-10-28,349.7963
2014-10-29,348.9025
2014-10-30,335.5363
2014-10-31,343.5588
2014-11-01,338.0105
2014-11-02,325.2263
2014-11-03,331.6008
2014-11-04,324.7183
2014-11-05,332.4567
2014-11-06,336.585
2014-11-07,346.775
2014-11-08,344.8117
2014-11-09,343.065
2014-11-10,358.5017
2014-11-11,368.0767
2014-11-12,376.9967
2014-11-13,442.1067
2014-11-14,389.0033
2014-11-15,394.9267
2014-11-16,377.08
2014-11-17,400.4717
2014-11-18,384.93
2014-11-19,375.8333
2014-11-20,376.16
2014-11-21,348.565
2014-11-22,352.42
2014-11-23,356.8
2014-11-24,367.83
2014-11-25,381.2067
2014-11-26,375.498
2014-11-27,372.819
2014-11-28,368.983
2014-11-29,375.44
2014-11-30,376.851
2014-12-01,376.1322
2014-12-02,377.862
2014-12-03,382.452
2014-12-04,376.382
2014-12-05,368.3618
2014-12-06,373.414
2014-12-07,373.744
2014-12-08,373.155
2014-12-09,357.884
2014-12-10,348.898
2014-12-11,341.041
2014-12-12,348.272
2014-12-13,346.742
2014-12-14,347.348
2014-12-15,348.674
2014-12-16,338.547
2014-12-17,330.536
2014-12-18,317.405
2014-12-19,306.46
2014-12-20,319.196
2014-12-21,321.893
2014-12-22,320.035
2014-12-23,328.701
2014-12-24,332.053
2014-12-25,321.386
2014-12-26,318.563
2014-12-27,320.868
2014-12-28,316.009
2014-12-29,315.64
2014-12-30,313.994
2014-12-31,309.903
2015-01-01,317.204
2015-01-02,314.499
2015-01-03,311.141
2015-01-04,277.853
2015-01-05,270.813
2015-01-06,272.0175
2015-01-07,283.8413
2015-01-08,290.485
2015-01-09,281.0363
2015-01-10,286.688
2015-01-11,277.65
2015-01-12,268.102
2015-01-13,243.081
2015-01-14,219.128
2015-01-15,193.3511
2015-01-16,220.5745
2015-01-17,209.1655
2015-01-18,195.5947
2015-01-19,212.2711
2015-01-20,211.5401
2015-01-21,212.2825
2015-01-22,230.6754
2015-01-23,226.3042
2015-01-24,231.4242
2015-01-25,251.606
2015-01-26,283.5977
2015-01-27,258.5374
2015-01-28,257.447
2015-01-29,235.948
2015-01-30,233.141
2015-01-31,226.9412
2015-02-01,216.6607
2015-02-02,229.8044
2015-02-03,237.6518
2015-02-04,225.8386
2015-02-05,226.554
2015-02-06,219.7563
2015-02-07,225.4667
2015-02-08,225.7329
2015-02-09,222.7841
2015-02-10,220.1673
2015-02-11,223.0037
2015-02-12,218.7283
2015-02-13,223.9672
2015-02-14,237.6572
2015-02-15,256.2176
2015-02-16,230.1355
2015-02-17,235.7128
2015-02-18,242.9318
2015-02-19,237.1035
2015-02-20,241.0718
2015-02-21,245.7057
2015-02-22,245.145
2015-02-23,235.1414
2015-02-24,238.9318
2015-02-25,238.1523
2015-02-26,235.6772
2015-02-27,251.2891
2015-02-28,251.0342
2015-03-01,251.9314
2015-03-02,258.8485
2015-03-03,270.7625
2015-03-04,278.1172
2015-03-05,269.2606
2015-03-06,274.8977
2015-03-07,270.8611
2015-03-08,276.7279
2015-03-09,277.9852
2015-03-10,294.1886
2015-03-11,289.7149
2015-03-12,292.8678
2015-03-13,293.224
2015-03-14,282.644
2015-03-15,283.0809
2015-03-16,290.6158
2015-03-17,290.542
2015-03-18,283.7507
2015-03-19,252.4479
2015-03-20,263.4741
2015-03-21,259.913
2015-03-22,259.3943
2015-03-23,267.5549
2015-03-24,265.273
2015-03-25,246.6733
2015-03-26,245.6489
2015-03-27,246.5497
2015-03-28,248.4467
2015-03-29,246.728
2015-03-30,245.1133
2015-03-31,247.2639
2015-04-01,243.3028
2015-04-02,246.96
2015-04-03,252.0578
2015-04-04,253.4334
2015-04-05,252.0256
2015-04-06,260.3589
2015-04-07,252.0909
2015-04-08,252.8629
2015-04-09,244.0449
2015-04-10,240.9478
2015-04-11,236.4388
2015-04-12,236.5542
2015-04-13,235.522
2015-04-14,222.6009
2015-04-15,220.9126
2015-04-16,226.0171
2015-04-17,227.9255
2015-04-18,223.317
2015-04-19,223.4062
2015-04-20,223.9214
2015-04-21,224.9815
2015-04-22,235.5037
2015-04-23,234.1575
2015-04-24,233.4008
2015-04-25,228.9238
2015-04-26,219.9455
2015-04-27,219.1903
2015-04-28,227.3867
2015-04-29,225.3545
2015-04-30,225.9976
2015-05-01,236.6827
2015-05-02,233.8511
2015-05-03,236.2378
2015-05-04,240.3646
2015-05-05,235.6033
2015-05-06,235.6017
2015-05-07,230.4207
2015-05-08,237.059
2015-05-09,244.6989
2015-05-10,241.516
2015-05-11,239.4036
2015-05-12,240.0008
2015-05-13,241.3529
2015-05-14,235.5478
2015-05-15,237.5737
2015-05-16,236.657
2015-05-17,236.339
2015-05-18,236.2319
2015-05-19,233.3119
2015-05-20,232.7193
2015-05-21,234.204
2015-05-22,235.8633
2015-05-23,240.1588
2015-05-24,239.7985
2015-05-25,240.9415
2015-05-26,237.6588
2015-05-27,237.1844
2015-05-28,237.6708
2015-05-29,237.2277
2015-05-30,236.1404
2015-05-31,233.3328
2015-06-01,230.8331
2015-06-02,223.415
2015-06-03,226.6168
2015-06-04,225.444
2015-06-05,223.9665
2015-06-06,224.2525
2015-06-07,225.8403
2015-06-08,223.6946
2015-06-09,228.1884
2015-06-10,229.2025
2015-06-11,229.9599
2015-06-12,229.9082
2015-06-13,230.6695
2015-06-14,233.1445
2015-06-15,234.7473
2015-06-16,237.399
2015-06-17,248.7435
2015-06-18,247.2359
2015-06-19,249.0733
2015-06-20,240.7897
2015-06-21,244.1563
2015-06-22,244.9588
2015-06-23,247.1273
2015-06-24,243.371
2015-06-25,240.9204
2015-06-26,242.3191
2015-06-27,242.2881
2015-06-28,250.382
2015-06-29,249.4273
2015-06-30,258.3855
2015-07-01,261.7175
2015-07-02,259.6294
2015-07-03,255.5268
2015-07-04,253.8789
2015-07-05,261.429
2015-07-06,267.6076
2015-07-07,270.0759
2015-07-08,264.356
2015-07-09,267.943
2015-07-10,269.2493
2015-07-11,286.5366
2015-07-12,301.0384
2015-07-13,304.9905
2015-07-14,290.9314
2015-07-15,288.4879
2015-07-16,287.5576
2015-07-17,276.9792
2015-07-18,278.3334
2015-07-19,275.3069
2015-07-20,274.2839
2015-07-21,279.4593
2015-07-22,274.8724
2015-07-23,276.2095
2015-07-24,276.2449
2015-07-25,287.5558
2015-07-26,287.8398
2015-07-27,291.2009
2015-07-28,293.1506
2015-07-29,292.9943
2015-07-30,288.6166
2015-07-31,286.7449
2015-08-01,282.3374
2015-08-02,278.6826
2015-08-03,279.4859
2015-08-04,283.4909
2015-08-05,284.2437
2015-08-06,280.9375
2015-08-07,275.9287
2015-08-08,278.2765
2015-08-09,261.7523
2015-08-10,265.0825
2015-08-11,264.8752
2015-08-12,270.2233
2015-08-13,264.143
2015-08-14,262.0176
2015-08-15,265.3955
2015-08-16,261.2006
2015-08-17,258.0065
2015-08-18,256.4484
2015-08-19,230.3842
2015-08-20,232.0648
2015-08-21,234.5638
2015-08-22,233.0369
2015-08-23,231.2128
2015-08-24,227.2323
2015-08-25,203.1813
2015-08-26,219.8158
2015-08-27,224.5361
2015-08-28,224.1888
2015-08-29,230.9358
2015-08-30,230.5854
2015-08-31,227.1808
2015-09-01,229.0297
2015-09-02,226.2884
2015-09-03,228.353
2015-09-04,227.1474
2015-09-05,229.6669
2015-09-06,240.7012
2015-09-07,239.88
2015-09-08,242.0189
2015-09-09,244.3138
2015-09-10,237.9947
2015-09-11,240.5637
2015-09-12,239.8168
2015-09-13,235.053
2015-09-14,229.1581
2015-09-15,230.5109
2015-09-16,230.9807
2015-09-17,229.5898
2015-09-18,233.2385
2015-09-19,232.5001
2015-09-20,231.3373
2015-09-21,230.7543
2015-09-22,227.7936
2015-09-23,231.3098
2015-09-24,231.0951
2015-09-25,233.7448
2015-09-26,234.9247
2015-09-27,234.3291
2015-09-28,237.2112
2015-09-29,238.5663
2015-09-30,238.0613
2015-10-01,237.1519
2015-10-02,238.0636
2015-10-03,237.6352
2015-10-04,238.9988
2015-10-05,238.8243
2015-10-06,240.6308
2015-10-07,246.4963
2015-10-08,244.4982
2015-10-09,243.2568
2015-10-10,244.9653
2015-10-11,245.07
2015-10-12,247.6504
2015-10-13,244.5764
2015-10-14,249.4591
2015-10-15,254.6422
2015-10-16,255.7274
2015-10-17,267.5398
2015-10-18,270.0404
2015-10-19,264.9863
2015-10-20,264.9258
2015-10-21,270.4954
2015-10-22,267.4691
2015-10-23,274.2533
2015-10-24,279.9791
2015-10-25,286.8694
2015-10-26,284.286
2015-10-27,287.8309
2015-10-28,300.5357
2015-10-29,304.3269
2015-10-30,326.5569
2015-10-31,327.5843
2015-11-01,311.7027
2015-11-02,325.6467
2015-11-03,369.5113
2015-11-04,432.4613
2015-11-05,434.3168
2015-11-06,359.586
2015-11-07,377.641
2015-11-08,387.775
2015-11-09,370.652
2015-11-10,376.948
2015-11-11,311.702
2015-11-12,320.036
2015-11-13,337.893
2015-11-14,334.125
2015-11-15,333.951
2015-11-16,320.06
2015-11-17,337.759
2015-11-18,333.333
2015-11-19,334.025
2015-11-20,315.631
2015-11-21,321.482
2015-11-22,326.365
2015-11-23,322.606
2015-11-24,320.993
2015-11-25,318.337
2015-11-26,332.471
2015-11-27,349.138
2015-11-28,354.954
2015-11-29,356.806
2015-11-30,375.204
2015-12-01,377.798
2015-12-02,352.128
2015-12-03,366.788
2015-12-04,358.443
2015-12-05,369.956
2015-12-06,394.861
2015-12-07,391.618
2015-12-08,395.593
2015-12-09,421.424
2015-12-10,415.076
2015-12-11,421.813
2015-12-12,467.831
2015-12-13,435.091
2015-12-14,437.021
2015-12-15,453.676
2015-12-16,445.805
2015-12-17,451.102
2015-12-18,456.425
2015-12-19,464.218
2015-12-20,460.238
2015-12-21,435.641
2015-12-22,438.276
2015-12-23,437.994
2015-12-24,456.572
2015-12-25,455.743
2015-12-26,447.606
2015-12-27,419.338
2015-12-28,427.817
2015-12-29,422.741
2015-12-30,431.029
2015-12-31,424.962
2016-01-01,432.358
2016-01-02,433.773
2016-01-03,431.985
2016-01-04,431.691
2016-01-05,433.732
2016-01-06,427.164
2016-01-07,441.021
2016-01-08,457.168
2016-01-09,452.368
2016-01-10,445.327
2016-01-11,450.312
2016-01-12,446.614
2016-01-13,431.156
2016-01-14,431.41
2016-01-15,416.29
2016-01-16,372.737
2016-01-17,383.138
2016-01-18,380.817
2016-01-19,382.738
2016-01-20,378.775
2016-01-21,417.439
2016-01-22,403.271
2016-01-23,388.219
2016-01-24,388.538
2016-01-25,397.885
2016-01-26,390.715
2016-01-27,392.389
2016-01-28,381.356
2016-01-29,369.133
2016-01-30,376.952
2016-01-31,378.174
2016-02-01,372.157
2016-02-02,372.453
2016-02-03,372.762
2016-02-04,370.433
2016-02-05,386.954
2016-02-06,377.889
2016-02-07,376.44
2016-02-08,376.924
2016-02-09,372.434
2016-02-10,374.764
2016-02-11,379.186
2016-02-12,378.576
2016-02-13,388.87
2016-02-14,397.23
2016-02-15,405.621
2016-02-16,401.663
2016-02-17,407.017
2016-02-18,417.492
2016-02-19,421.956
2016-02-20,422.054
2016-02-21,439.61
2016-02-22,436.14
2016-02-23,438.745
2016-02-24,419.896
2016-02-25,422.617
2016-02-26,421.244
2016-02-27,433.401
2016-02-28,425.502
2016-02-29,438.28
2016-03-01,436.426
2016-03-02,434.001
2016-03-03,419.254
2016-03-04,421.597
2016-03-05,407.722
2016-03-06,397.883
2016-03-07,407.276
2016-03-08,414.213
2016-03-09,410.739
2016-03-10,411.672
2016-03-11,416.708
2016-03-12,415.04
2016-03-13,411.637
2016-03-14,414.208
2016-03-15,416.034
2016-03-16,414.167
2016-03-17,417.138
2016-03-18,417.154
2016-03-19,407.473
2016-03-20,409.24
2016-03-21,407.496
2016-03-22,415.125
2016-03-23,417.318
2016-03-24,415.837
2016-03-25,414.757
2016-03-26,416.851
2016-03-27,416.233
2016-03-28,424.297
2016-03-29,423.597
2016-03-30,414.613
2016-03-31,414.458
2016-04-01,416.012
2016-04-02,418.785
2016-04-03,418.94
2016-04-04,418.593
2016-04-05,422.044
2016-04-06,422.295
2016-04-07,420.553
2016-04-08,421.616
2016-04-09,415.751
2016-04-10,418.078
2016-04-11,421.192
2016-04-12,426.383
2016-04-13,426.844
2016-04-14,425.494
2016-04-15,426.279
2016-04-16,429.775
2016-04-17,430.453
2016-04-18,429.318
2016-04-19,428.522
2016-04-20,435.926
2016-04-21,443.758
2016-04-22,446.776
2016-04-23,447.233
2016-04-24,455.152
2016-04-25,458.626
2016-04-26,464.429
2016-04-27,466.064
2016-04-28,441.304
2016-04-29,446.236
2016-04-30,454.375
2016-05-01,449.108
2016-05-02,453.067
2016-05-03,443.681
2016-05-04,449.157
2016-05-05,447.74
2016-05-06,447.586
2016-05-07,458.864
2016-05-08,459.937
2016-05-09,458.708
2016-05-10,460.954
2016-05-11,454.394
2016-05-12,451.155
2016-05-13,453.701
2016-05-14,456.039
2016-05-15,456.093
2016-05-16,457.641
2016-05-17,454.278
2016-05-18,454.064
2016-05-19,453.494
2016-05-20,440.231
2016-05-21,442.953
2016-05-22,442.892
2016-05-23,440.551
2016-05-24,444.489
2016-05-25,447.035
2016-05-26,448.278
2016-05-27,467.262
2016-05-28,489.847
2016-05-29,516.051
2016-05-30,529.917
2016-05-31,537.233
2016-06-01,528.05
2016-06-02,538.568
2016-06-03,537.185
2016-06-04,571.139
2016-06-05,579.343
2016-06-06,578.849
2016-06-07,585.399
2016-06-08,576.226
2016-06-09,580.436
2016-06-10,574.953
2016-06-11,583.87
2016-06-12,633.205
2016-06-13,682.226
2016-06-14,695.155
2016-06-15,685.442
2016-06-16,732.357
2016-06-17,773.25
2016-06-18,736.386
2016-06-19,747.831
2016-06-20,758.903
2016-06-21,702.696
2016-06-22,657.013
2016-06-23,581.249
2016-06-24,657.09
2016-06-25,687.168
2016-06-26,657.224
2016-06-27,644.091
2016-06-28,655.944
2016-06-29,634.357
